Security Code,Security Id,Security Name,Group,Face Value,Industry,INR
500248,MAVIIND,MAVI INDUSTRIES LTD.,XT,10,Plastic Products,
500421,TPINDIA,TPI INDIA LTD.,XT,1,Containers &amp; Packaging,
500426,UTLINDS,UTL Industries Limited,XT,1,Copper,
500730,NOCIL,NOCIL LTD.,B ,10,Specialty Chemicals,
501110,SUNRINV,SUNRISE INDUSTRIAL TRADERS LTD.,XT,10,Other Financial Services,
501144,PEOPLIN,PEOPLES INVESTMENTS LTD.,P ,10,Misc.Commercial Services,
501151,KARTKIN,KARTIK INVESTMENTS TRUST LTD.,P ,10,Other Financial Services,
501154,ROSEI,ROSE INVESTMENTS LTD.,P ,10,Other Financial Services,
501261,KRATOSENER,KRATOS ENERGY &amp; INFRASTRUCTURE LTD.,P ,10,Other Financial Services,
501270,ZCHANAIN,CHANAKYA INVESTMENTS LTD.,XT,10,Misc.Commercial Services,
501351,RAPIDIN,RAPID INVESTMENTS LTD.,XT,10,Misc.Commercial Services,
501386,ZSWASTSA,SWASTIK SAFE DEPOSIT &amp; INVESTMENTS LTD.,P ,10,Other Financial Services,
501471,MACK,MACK TRADING CO.LTD.,XT,10,Comm.Trading  &amp; Distribution,
501479,ZNEWSAGA,NEW SAGAR TRADING CO.LTD.,P ,10,Comm.Trading  &amp; Distribution,
501630,ANANDPROJ,Anand Projects Ltd,P ,10,Construction &amp; Engineering,
502137,DECCANCE,DECCAN CEMENTS LTD.-$,B ,5,Cement &amp; Cement Products,
502150,KLYNCEM,KALYANPUR CEMENTS LTD.,P ,10,Cement &amp; Cement Products,
502216,BOMBPOT,BOMBAY POTTERIES &amp; TILES LTD.,P ,100,Realty,
502850,ZGAEKWAR,GAEKWAR MILLS LTD.,P ,100,Textiles,
503622,ZSVTRADI,S.V.TRADING &amp; AGENCIES LTD.,XT,10,Other Financial Services,
503624,ZSVARAJT,SVARAJ TRADING &amp; AGENCIES LTD.,XT,10,Other Financial Services,
503626,KSHITIJ,KSHITIZ INVESTMENT LTD.,P ,10,Other Financial Services,
503635,SALSAIN,SHREE SALASAR INVESTMENT LTD.,XT,10,Other Financial Services,
503639,INDSOYA,INDSOYA LTD.,P ,10,Misc.Commercial Services,
503671,UNIJOLL,UNIJOLLY INVESTMENTS CO.LTD.,XT,10,Other Financial Services,
503689,HEALINV,HEALTHY INVESTMENTS LTD.,XT,10,Misc.Commercial Services,
503811,SIYSIL,SIYARAM SILK MILLS LTD.-$,B ,2,Textiles,
503863,SHRMFGC,SHREE MANUFACTURING CO.LTD.,XT,10,Textiles,
503893,ZSATYASL,SATYAM SILK MILLS LTD.,P ,10,Other Financial Services,
504256,DELTRON,DELTRON LTD.,P ,10,Electronic Components,
504346,GDTRAGN,G.D.TRADING &amp; AGENCIES LTD.,P ,10,Other Financial Services,
504356,ZMULTIPU,MULTIPURPOSE TRADING &amp; AGENCIES LTD.,XT,10,Misc.Commercial Services,
504360,REMISIN,REMI SALES &amp; ENGINEERING LTD.,XT,10,Comm.Trading  &amp; Distribution,
504365,RIDHISYN,RIDHI SYNTHETICS LTD.,P ,10,Other Financial Services,
504370,ZARDIINV,ARDI INVESTMENT &amp; TRADING LTD.,ZP,10,Misc.Commercial Services,
504375,SOFTBPO,SOFTBPO GLOBAL SERVICES LTD.,P ,10,IT Consulting &amp; Software,
504380,ZVINADTR,VINADITYA TRADING CO.LTD.,XT,10,Comm.Trading  &amp; Distribution,
504390,AVTIL,AVTIL Enterprise Ltd,XT,10,Other Financial Services,
504397,GANHOLD,GANESH HOLDINGS LTD.,XT,10,Misc.Commercial Services,
504643,BWLLTD,BWL LTD.,P ,10,Iron &amp; Steel Products,
504648,BOMBWIR,BOMBAY WIRE ROPES LTD.,XT,1,Iron &amp; Steel Products,
504671,CHASBRT,CHASE BRIGHT STEEL LTD.,P ,10,Iron &amp; Steel/Interm.Products,
504731,IBRIGST,INDIAN BRIGHT STEEL CO.LTD.,XT,10,Iron &amp; Steel/Interm.Products,
504882,NATIONSTD,NATIONAL STANDARD (INDIA) LTD.,P ,10,Realty,
504998,WMINIMT,WESTERN MINISTIL LTD.,P ,10,Iron &amp; Steel/Interm.Products,
505029,ATLASCYCLE,ATLAS CYCLES (HARYANA) LTD.,T ,5,2/3 Wheelers,
505212,JAINEX,JAINEX AAMCOL LTD.,XT,10,Auto Parts &amp; Equipment,
505285,TULIVE,Tulive Developers Limited,XT,10,Other Industrial Goods,
505336,MIRCH,Mirch Technologies (India) Ltd,XT,10,Industrial Machinery,
505355,NESCO,NESCO LTD.,B ,2,Misc.Commercial Services,
505504,SINDUVA,SINDU VALLEY TECHNOLOGIES LTD.,P ,10,IT Consulting &amp; Software,
505506,AXONVL,Axon Ventures Ltd,XT,10,IT Software Products,
505515,SHYMINV,SHYAMKAMAL INVESTMENTS LTD.,XT,10,Other Financial Services,
505520,ZHEMHOLD,HEM HOLDINGS &amp; TRADING LTD.,P ,10,Misc.Commercial Services,
505529,SHYAMHO,SHYAMAL HOLDINGS &amp; TRADING LTD.,P ,10,Other Financial Services,
505539,IMCFINA,IMC FINANCE LTD.,ZP,10,Misc.Commercial Services,
505583,WWTECHHOL,W W TECHNOLOGY HOLDINGS LTD.,XT,10,Realty,
505585,ZKOVALIN,KOVALAM INVESTMENT &amp; TRADING CO.LTD.,P ,10,Misc.Commercial Services,
505594,MULTIIN,MULTIPLUS HOLDINGS LTD.,XT,10,Misc.Commercial Services,
505658,REMIPRO,REMI PROCESS PLANT &amp; MACHINERY LTD.,XT,10,Industrial Machinery,
505685,TAPARIA,TAPARIA TOOLS LTD.,XT,10,Iron &amp; Steel Products,
505797,MPCOSEMB,MIPCO SEAMLESS RINGS (GUJARAT) LTD.,XT,10,Other Industrial Goods,
505807,ROLCOEN,ROLCON ENGINEERING CO.LTD.,P ,10,Other Industrial Products,
505817,REILELEC,REIL ELECTRICALS INDIA LTD.,P ,10,Auto Parts &amp; Equipment,
505893,HINDHARD,HINDUSTAN HARDY SPICER LTD.,XT,10,Auto Parts &amp; Equipment,
506024,HARME,HARIYANA METALS LTD.,ZP,10,Iron &amp; Steel/Interm.Products,
506042,ZPRBHSTE,PRABHU STEEL INDUSTRIES LTD.,P ,10,Iron &amp; Steel/Interm.Products,
506087,ANUPMAL,ANUP MALLEABLE LTD.,P ,10,Iron &amp; Steel Products,
506107,PRECTRA,PRECIOUS TRADING &amp; INVESTMENTS LTD.,P ,10,Misc.Commercial Services,
506120,ALNATRD,ALNA TRADING &amp; EXPORTS LTD.,P ,10,Comm.Trading  &amp; Distribution,
506134,INTELLCAP,INTELLIVATE CAPITAL VENTURES LTD.,XT,1,Plastic Products,
506161,ISHWATR,ISHWARSHAKTI HOLDINGS &amp; TRADERS LTD.,XT,10,Finance (including NBFCs),
506162,TERRAFORM,TERRAFORM MAGNUM LTD.,P ,10,Other Financial Services,
506166,APIS,APIS INDIA LTD.,XT,10,Other Food Products,
506178,ZKHATAUE,KHATAU EXIM LTD.,XT,10,Comm.Trading  &amp; Distribution,
506190,ZSARVAMA,SARVAMANGAL MERCANTILE CO.LTD.,XT,10,Misc.Commercial Services,
506196,VIKSHEN,VIKSIT ENGINEERING LTD.,P ,10,Comm.Trading  &amp; Distribution,
506365,CHEMOPH,CHEMO PHARMA LABORATORIES LTD.,XT,10,Pharmaceuticals,
506867,MASCH,MASTER CHEMICALS LTD.,XT,10,Textiles,
506945,IGLFXPL-B,INDO GULF INDUSTRIES LTD.,P ,1,Specialty Chemicals,
506971,BBREALTY,B&amp;B Realty Limited,Z ,10,Realty,
507486,CAPRO,CAPROLACTAM CHEMICALS LTD.,XT,10,Commodity Chemicals,
507543,CORAGRO,COROMANDEL AGRO PRODUCTS &amp; OILS LTD.,P ,10,Edible Oils,
507663,SAGRSOY-B,SAGAR SOYA PRODUCTS LTD.,P ,10,Edible Oils,
507886,DHRUVES,DHRUV ESTATES LTD.,XT,10,Realty,
507917,EASTBUILD,EAST BUILDTECH LTD.,P ,10,Realty,
507938,MNPLFIN,MANIPAL FINANCE CORPORATION LTD.,P ,10,Finance (including NBFCs),
507952,SHIKHARLETR,SHIKHAR LEASING &amp; TRADING LTD.,P ,10,Finance (including NBFCs),
507987,JPTRLES,JUPITER INDUSTRIES &amp; LEASING LTD.,P ,10,Finance (including NBFCs),
508664,BESTEAST,BEST EASTERN HOTELS LTD.,XT,1,Hotels,
508867,NEWMKTADV,NEW MARKETS ADVISORY LTD.,XT,10,IT Software Products,
508900,ZENCAP,ZENITH CAPITALS LTD.,XT,10,Finance (including NBFCs),
508929,JOYREALTY,Joy Realty Limited,XT,10,Realty,
508980,FRONTCAP,Frontier Capital Ltd,XT,10,Misc.Commercial Services,
508993,KEDIACN,KEDIA CONSTRUCTION CO.LTD.,XT,10,Realty,
509003,TRANOCE,TRANSOCEANIC PROPERTIES LTD.,P ,10,Misc.Commercial Services,
509046,ZLEENCON,LEENA CONSULTANCY LTD.,P ,10,Misc.Commercial Services,
509073,HATHWAYB,HATHWAY BHAWANI CABLETEL &amp; DATACOM LTD.,XT,10,Broadcasting &amp; Cable TV,
509099,OSWALEA,OSWAL LEASING LTD.,P ,10,Misc.Commercial Services,
509470,BOMOXY-B1,BOMBAY OXYGEN CORPORATION LTD.,P ,100,Industrial Gases,
509650,ZHINDHSG,HINDUSTAN HOUSING CO.LTD.,XT,25,Housing Finance ,
509782,OSEASPR,OSEASPRE CONSULTANTS LTD.,XT,10,Misc.Commercial Services,
509845,RJSHAH,R.J.SHAH &amp; CO.LTD.,P ,10,Realty,
509870,SHAHCON,SHAH CONSTRUCTION CO.LTD.,P ,100,Realty,
509887,SINNAR,SINNAR BIDI UDYOG LTD.,P ,10,Cigarettes-Tobacco Products,
509910,ZSOUTGAS,SOUTHERN GAS LTD.,P ,100,Commodity Chemicals,
509917,TECHCON,TECHNOJET CONSULTANTS LTD.,XT,10,Electronic Components,
509953,TRADWIN,TRADE WINGS LTD.,XT,10,Travel Support Services,
511018,ZMILGFIN,MILGRAY FINANCE &amp; INVESTMENT LTD.,P ,10,Misc.Commercial Services,
511024,ZSUBWAYF,SUBWAY FINANCE &amp; INVESTMENT CO.LTD.,XT,10,Misc.Commercial Services,
511048,KUSUMEL,KUSAM ELECTRICAL INDUSTRIES LTD.,P ,10,Comm.Trading  &amp; Distribution,
511060,JUMBFNL,JUMBO FINANCE LTD.,XT,10,Misc.Commercial Services,
511074,WEIZFIN,WEIZMANN FINCORP LTD.,Z ,10,Finance (including NBFCs),
511096,TVOLCON,TIVOLI CONSTRUCTION LTD.,P ,10,Realty,
511139,BAJRFIN,BAJRANG FINANCE LTD.,XT,10,Misc.Commercial Services,
511149,REMITR,REMI SECURITIES LTD.,XT,10,Misc.Commercial Services,
511169,HIMALFD,HIMALCHULI FOOD PRODUCTS LTD.,P ,10,Finance (including NBFCs),
511185,SURYAKR,SURYAKRIPA FINANCE LTD.,XT,10,Transportation - Logistics,
511196,CANFINHOME,CAN FIN HOMES LTD.,A ,2,Housing Finance ,
511200,MUNCAPM,MUNOTH CAPITAL MARKET LTD.,XT,5,Misc.Commercial Services,
511254,SAGARSYST,SAGAR SYSTECH LTD.,P ,10,Finance (including NBFCs),
511507,USHAKIRA,USHAKIRAN FINANCE LTD.,XT,10,Finance (including NBFCs),
511642,WISEC,WISEC GLOBAL LTD.,XT,10,Finance (including NBFCs),
511700,STANCAP,STANDARD CAPITAL MARKETS LTD.,XT,10,Finance (including NBFCs),
512008,AMANITRA,AMANI TRADING &amp; EXPORTS LTD.,XT,10,Comm.Trading  &amp; Distribution,
512011,TEATIME,TEA TIME LTD.,P ,10,Comm.Trading  &amp; Distribution,
512014,SOBME,SOBHAGYA MERCHANTILE LTD.,XT,10,Misc.Commercial Services,
512022,WINROC,WINRO COMMERCIAL (INDIA) LTD.,XT,10,Other Financial Services,
512025,INERTIAST,INERTIA STEEL LTD.,XT,10,Misc.Commercial Services,
512026,PHTRADING,PH TRADING LTD.,P ,10,Comm.Trading  &amp; Distribution,
512036,KAPILCO,KAPIL COTEX LTD.,XT,10,Textiles,
512038,ASWTR,AASWA TRADING &amp; EXPORTS LTD.,P ,10,Comm.Trading  &amp; Distribution,
512062,ZSANMCOM,SANMITRA COMMERCIAL LTD.,XT,10,Misc.Commercial Services,
512063,AYOME,AYOKI MERCANTILE LTD.,P ,10,Comm.Trading  &amp; Distribution,
512065,MRUTR,MRUGESH TRADING LTD.,XT,10,Finance (including NBFCs),
512091,ANSHNCO,ANSHUNI COMMERCIALS LTD.,P ,10,Other Apparels &amp; Accessories,
512099,PUNITCO,PUNIT COMMERCIALS LTD.,XT,10,Other Apparels &amp; Accessories,
512101,TRIPR,TRIOCHEM PRODUCTS LTD.,XT,10,Pharmaceuticals,
512117,TWIROST,TWIN ROSES TRADES &amp; AGENCIES LTD.,P ,10,Misc.Commercial Services,
512153,SPECMKT,SPECULAR MARKETING &amp; FINANCING LTD.,P ,10,Misc.Commercial Services,
512157,TERRAREAL,Terraform Realstate Limited,P ,10,Misc.Commercial Services,
512165,ABANSENT,ABans Enterprises Ltd,XT,10,Comm.Trading  &amp; Distribution,
512167,MATRAREAL,MATRA REALTY LTD.,XT,5,Finance (including NBFCs),
512179,SUNTECK,SUNTECK REALTY LTD.,B ,1,Realty,
512195,BENTCOM,BENTLEY COMMERCIAL ENTERPRISES LTD.,P ,10,Misc.Commercial Services,
512213,CLASELE,CLASSIC ELECTRICALS LTD.,P ,10,Comm.Trading  &amp; Distribution,
512245,ZNIVITRD,NIVI TRADING LTD.,P ,10,Misc.Commercial Services,
512261,BAJGLOB,BAJAJ GLOBAL LTD.,XT,10,Comm.Trading  &amp; Distribution,
512271,TASHIND,TASHI INDIA LTD.,XT,10,Misc.Commercial Services,
512277,AUTOINT,AUTORIDERS INTERNATIONAL LTD.,P ,10,Transportation - Logistics,
512289,SHIRPUR-G,SHIRPUR GOLD REFINERY LTD.,B ,10,Other Non-Ferrous Metals,
512291,ZSPEEDCO,SPEEDAGE COMMERCIALS LTD.,P ,10,Other Financial Services,
512307,TYPHOON,TYPHOON HOLDINGS LTD.,P ,10,Textiles,
512337,MAHSHRE,MAHASHREE TRADING LTD.,P ,10,Comm.Trading  &amp; Distribution,
512341,CESL,CES Limited,XT,10,BPO/KPO,
512359,SWORDEDGE,Sword-Edge Commercials Limited,XT,10,Comm.Trading  &amp; Distribution,
512367,ZSHERAPR,SHERATON PROPERTIES &amp; FINANCE LTD.,P ,10,Other Financial Services,
512377,MAGANTR,MAGNANIMOUS TRADE &amp; FINANCE LTD.,XT,10,Misc.Commercial Services,
512381,ZNIVEMER,NIVEDITA MERCANTILE &amp; FINANCING LTD.,XT,10,Comm.Trading  &amp; Distribution,
512408,UNIWSEC,UNIWORTH SECURITIES LTD.,XT,10,Textiles,
512409,RAJSAN,Rajsanket Realty Limited,XT,10,Finance (including NBFCs),
512415,MERCTRD,MERCURY TRADE LINKS LTD.,P ,10,Misc.Commercial Services,
512443,GANONTR,GANON TRADING FINANCE CO.LTD.,XT,10,Other Financial Services,
512445,DEVITRD,DEVINSU TRADING LTD.,P ,10,Other Financial Services,
512461,PUNCTRD,PUNCTUAL TRADING LTD.,P ,10,Comm.Trading  &amp; Distribution,
512479,GYTRIPA,GAYATRI TISSUE &amp; PAPERS LTD.,XT,10,Realty,
512487,REMIELEK,Remi Elektrotechnik Limited,XT,10,Comm.Trading  &amp; Distribution,
512505,MEENST,MEENAKSHI STEEL INDUSTRIES LTD.,ZP,10,Iron &amp; Steel Products,
512511,VARUNME,VARUN MERCANTILE LTD.,P ,10,Misc.Commercial Services,
512553,ZENITHEXPO,ZENITH EXPORTS LTD.,B ,10,Textiles,
512591,PULSRIN,PULSAR INTERNATIONAL LTD.,P ,10,Comm.Trading  &amp; Distribution,
512600,MACINTR,MACRO (INTERNATIONAL) EXPORTS LTD.,XT,10,Comm.Trading  &amp; Distribution,
513012,ZJEETMAC,JEET MACHINE TOOLS LTD.,Z ,10,Comm.Trading  &amp; Distribution,
513039,ZHINUDYP,HINDUSTHAN UDYOG LTD.,XT,10,Industrial Machinery,
513119,ABCGAS,ABC GAS (INTERNATIONAL) LTD.,XT,10,Copper,
513309,GOLKONDA,Golkonda Aluminium Extrusions Ltd-$,Z ,10,Aluminium,
513337,GUJTLRM,GUJARAT TOOLROOM LTD.,XT,10,Plastic Products,
513422,BLOIN,BLOOM INDUSTRIES LTD.,P ,10,Iron &amp; Steel/Interm.Products,
513430,MAITRI,Maitri Enterprises Ltd,XT,10,Aluminium,
513496,MEWATZI,MEWAT ZINC LTD.,P ,10,Zinc,
513544,MSCTC,MARDIA SAMYOUNG CAPILLARY TUBES COMPANY LTD.,Z ,10,Copper,
513554,MAHASTEEL,MAHAMAYA STEEL INDUSTRIES LTD.,B ,10,Iron &amp; Steel Products,
513575,STERPOW,Sterling Powergensys Limited,XT,10,Industrial Machinery,
513579,FFPL,FOUNDRY FUEL PRODUCTS LTD.,Z ,10,Coal,
513721,MFSINTRCRP,MFS INTERCORP LTD.,P ,10,Iron &amp; Steel/Interm.Products,
514060,EVERTEX,Evergreen Textiles Limited,ZP,10,Textiles,
514177,RISHYRN,RISHAB SPECIAL YARNS LTD.,P ,10,Textiles,
514197,STCORP,S&amp;T CORPORATION LTD.,XT,10,Textiles,
514236,TRUPTWI,TRUPTI TWISTERS LTD.,P ,10,Comm.Trading  &amp; Distribution,
514240,KUSHIND,Kush Industries Ltd,XT,10,Textiles,
514248,SRECR,SREECHEM RESINS LTD.,P ,10,Commodity Chemicals,
514360,AXISRAIL,Axis Rail India Ltd,P ,10,Construction &amp; Engineering,
514402,SHARDFI,SHARAD FIBRES &amp; YARN PROCESSORS LTD.,P ,10,Textiles,
514482,ASAHIIND,Asahi Industries Limited,P ,1,Textiles,
514484,THAMBBI,THAMBBI MODERN SPINNING MILLS LTD.,XT,10,Textiles,
514486,POLTC,POLYGENTA TECHNOLOGIES LTD.,XT,10,Textiles,
515081,SRIVAJRA,SRI VAJRA GRANITES LTD.,P ,10,Construction Materials,
515099,VERTICLIND,Vertical Industries Ltd,P ,10,Construction Materials,
517044,IDM,INTERNATIONAL DATA MANAGEMENT LTD.,XT,10,Consulting Services,
517077,INDAGIV,IND-AGIV COMMERCE LTD.,Z ,10,Comm.Trading  &amp; Distribution,
517172,PERVASIVE,Pervasive Commodities Ltd,P ,10,Electronic Components,
517320,SAVINFOCO,SAVANT INFOCOMM LTD.,XT,10,Other Elect.Equip./ Prod.,
517397,PANELEC,PAN ELECTRONICS INDIA LTD.,XT,10,Electronic Components,
517403,SUNSOUI,SUN SOURCE (INDIA) LTD.,XT,10,Electric Utilities,
517421,BUTTERFLY,Butterfly Gandhimathi Appliances Ltd,T ,10,Household Appliances,
517423,INTEGSW,INTEGRA SWITCHGEAR LTD.,P ,10,Other Elect.Equip./ Prod.,
517463,LINAKS,LINAKS MICROELECTRONICS LTD.,XT,1,Electronic Components,
519014,PRSNTIN,PRASHANT INDIA LTD.,P ,10,Textiles,
519064,ZKHANDEN,KHANDELWAL EXTRACTION LTD.,P ,10,Other Agricultural Products,
519174,ASHAI,ASHIANA AGRO INDUSTRIES LTD.,XT,10,Edible Oils,
519230,RICHIRICH,Richirich Inventures Limited,XT,5,Comm.Trading  &amp; Distribution,
519242,SRDAPRT,SARDA PROTEINS LTD.,P ,10,Edible Oils,
519303,TROMBOEXT,Trombo Extractions Ltd,P ,10,Edible Oils,
519319,AASHEE,AASHEE INFOTECH LTD.,XT,10,Internet Software &amp; Services,
519353,BANSTEA,BANSISONS TEA INDUSTRIES LTD.,P ,10,Tea &amp; Coffee,
519413,RUIAAQA,RUIA AQUACULTURE FARMS LTD.,P ,10,Comm.Trading  &amp; Distribution,
519471,AMBARPIL,Ambar Protein Industries Ltd,P ,10,Edible Oils,
519552,HERITGFOOD,Heritage Foods Limited,B ,5,Packaged Foods,
519606,INTEGFD,INTEGRATED PROTEINS LTD.,XT,10,Edible Oils,
520043,MUNJALSHOW,MUNJAL SHOWA LTD.,B ,2,Auto Parts &amp; Equipment,
520051,JAMNAAUTO,JAMNA AUTO INDUSTRIES LTD.,B ,1,Auto Parts &amp; Equipment,
520059,MUNJALAU,MUNJAL AUTO INDUSTRIES LTD.,B ,2,Auto Parts &amp; Equipment,
520081,ECSTSTL,EAST COAST STEEL LTD.,P ,10,Iron &amp; Steel/Interm.Products,
520139,JAGSONAI,JAGSON AIRLINES LTD.,XT,10,Airlines,
521003,SHVSUIT,SHIVA SUITINGS LTD.,P ,10,Comm.Trading  &amp; Distribution,
521036,SOURCEIND,SOURCE INDUSTRIES (INDIA) LTD.,XT,10,Textiles,
521048,ADVLIFE,ADVANCE LIFESTYLES LTD.,XT,10,Textiles,
521133,GEMSPIN,GEM SPINNERS INDIA LTD.,P ,5,Textiles,
521137,EUREKAI,EUREKA INDUSTRIES LTD.,P ,10,Textiles,
521210,CITYMAN,CITYMAN LTD.,XT,10,Other Apparels &amp; Accessories,
521238,KDL,KKRRAFTON Developers Ltd,XT,10,Computer Hardware,
521244,CHITRTX,CHITRADURGA SPINTEX LTD.,XT,10,Textiles,
522015,VCCLLTD,VCCL LTD.,P ,10,2/3 Wheelers,
522036,MIVENMACH,MIVEN MACHINE TOOLS LTD.,P ,10,Other Industrial Goods,
522245,IYKOTHITE,IYKOT HITECH TOOLROOM LTD.,Z ,5,Other Industrial Goods,
523001,PROFDIA,PROFESSIONAL DIAMONDS LTD.,P ,10,Other Apparels &amp; Accessories,
523031,ADSDIAG,ADS DIAGNOSTIC LTD.,P ,10,Healthcare Services,
523054,ZBINTXPP,BINAYAK TEX PROCESSORS LTD.,XT,10,Textiles,
523105,ZPPOLYSA,PLANTER POLYSACKS LTD.,XT,10,Containers &amp; Packaging,
523133,BONINDL,BONANZA INDUSTRIES LTD.,XT,5,Textiles,
523168,AYPLAMI,AYEPEE LAMITUBES LTD.,P ,10,Petrochemicals,
523186,BAPACK,B&amp;A Packaging India Limited,P ,10,Paper &amp; Paper Products,
523242,NBFOOT,NB FOOTWEAR LTD.,P ,10,Footwear,
523315,PURITY,PURITY FLEX PACK LTD.,P ,10,Paper &amp; Paper Products,
523343,MICROSE,MICROSE INDIA LTD.,XT,10,Finance (including NBFCs),
523351,STDSHOE,STANDARD SHOE SOLE AND MOULD (INDIA) LTD.,P ,10,Specialty Chemicals,
523415,COVENTRY,COVENTRY COIL-O-MATIC (HARYANA) LTD.,XT,10,Iron &amp; Steel/Interm.Products,
523712,JMGCORP,JMG CORPORATION LTD.,P ,2.5,Plastic Products,
523844,INVICTA,INVICTA MEDITEK LTD.,XT,10,Medical Equipment,
523846,SKYSS,SKYPAK SERVICE SPECIALIST LTD.,Z ,10,Transportation - Logistics,
523876,JYOTIOVR,JYOTI OVERSEAS LTD.,XT,10,Textiles,
523896,APIL,Avi Products India Ltd,XT,10,Comm.Trading  &amp; Distribution,
524046,PETPLST,PET PLASTICS LTD.,XT,10,Plastic Products,
524434,ASINPET,ASIAN PETROPRODUCTS &amp; EXPORTS LTD.,P ,10,Commodity Chemicals,
524458,INDOEURO,INDO EURO INDCHEM LTD.,XT,10,Specialty Chemicals,
524502,RAAJMEDI,RAAJ MEDISAFE INDIA LTD.,P ,10,Medical Equipment,
524514,TULASEEBIOE,TULASEE BIO-ETHANOL LTD.,ZP,10,Commodity Chemicals,
524546,SHABCHM,SHABA CHEMICALS LTD.,P ,10,Pharmaceuticals,
524604,KAMRLAB,KAMRON LABORATORIES LTD.,P ,10,Pharmaceuticals,
524614,INDXTRA,INDIAN EXTRACTIONS LTD.,XT,10,Other Food Products,
524723,BIJHANS,BIJOY HANS LTD.,P ,10,Comm.Trading  &amp; Distribution,
524754,GUJMEDI,GUJARAT MEDITECH LTD.,XT,10,Healthcare Supplies,
526067,KCCLPLASTC,KCCL PLASTIC LTD.,XT,2,Containers &amp; Packaging,
526071,STELLANT,STELLANT SECURITIES (INDIA) LTD.,XT,10,Other Financial Services,
526075,VINRKLB,REKVINA LABORATORIES LTD.,XT,5,Pharmaceuticals,
526085,SGARRES,SAGAR TOURIST RESORTS LTD.,ZP,10,Hotels,
526125,ARHNTTO,ARIHANT TOURNESOL LTD.,P ,10,Comm.Trading  &amp; Distribution,
526241,AMRAPLIN,AMRAPALI INDUSTRIES LTD.,XT,5,Comm.Trading  &amp; Distribution,
526269,CRSTCHM,CRESTCHEM LTD.,XT,10,Specialty Chemicals,
526349,PARTIND,Parth Industries Limited,P ,10,Auto Parts &amp; Equipment,
526431,WELTI,WELTERMAN INTERNATIONAL LTD.,P ,10,Footwear,
526488,AARVINFRA,AARV Infratel Ltd,P ,10,Textiles,
526570,MIDWEST,MIDWEST GOLD LTD.,XT,10,Construction Materials,
526628,AJWAFUN,AJWA FUN WORLD &amp; RESORT LTD.,P ,10,Other Leisure Facilities,
526941,VAICC,VAISHNO CEMENT CO.LTD.,P ,10,Cement &amp; Cement Products,
526959,WOODSVILA,WOODSVILLA LTD.,P ,10,Hotels,
526961,TRANSFIN,TRANS FINANCIAL RESOURCES LTD.,XT,10,Finance (including NBFCs),
526967,HEERAISP,HEERA ISPAT LTD.,Z ,10,Iron &amp; Steel/Interm.Products,
526977,CRIMSON,Crimson Metal Engineering Company Ltd,P ,10,Iron &amp; Steel Products,
526983,ASHOKRE,ASHOKA REFINERIES LTD.,P ,10,Other Agricultural Products,
530025,SAMYAKINT,SAMYAK INTERNATIONAL LTD.,XT,10,Misc.Commercial Services,
530035,SANTOSHF,SANTOSH FINE-FAB LTD.,XT,10,Textiles,
530037,SREEJAYA,SREE JAYALAKSHMI AUTOSPIN LTD.,XT,10,Textiles,
530055,HRMNYCP,HARMONY CAPITAL SERVICES LTD.,XT,10,Misc.Commercial Services,
530167,MONGIPA,MOONGIPA CAPITAL FINANCE LTD.,XT,10,Finance (including NBFCs),
530179,RSCINT,RSC INTERNATIONAL LTD.,XT,10,Textiles,
530213,FORINTL,FORTUNE INTERNATIONAL LTD.,XT,10,Comm.Trading  &amp; Distribution,
530219,NUTRICIRCLE,Nutricircle Ltd,XT,10,Other Apparels &amp; Accessories,
530231,SUBSM,SUBHASH SILK MILLS LTD.,XT,10,Textiles,
530291,RAJAGRO,RAJ AGRO MILLS LTD.,XT,10,Edible Oils,
530347,MAGNUML,MAGNUM LTD.,XT,10,IT Software Products,
530361,SEAGOLD,SEA GOLD AQUA FARMS LTD.,P ,10,Packaged Foods,
530407,EPIC,EPIC ENERGY LTD.-$,XT,10,Finance (including NBFCs),
530443,KIRANSY-B,KIRAN SYNTEX LTD.,XT,10,Textiles,
530525,SHEETAL,SHEETAL DIAMONDS LTD.,XT,10,Other Apparels &amp; Accessories,
530581,EKAMLEA,EKAM LEASING &amp; FINANCE CO.LTD.,XT,10,Misc.Commercial Services,
530669,PRESOFI,PREM SOMANI FINANCIAL SERVICES LTD.,P ,10,Other Financial Services,
530683,PITHP,PITHAMPUR POLY PRODUCTS LTD.,P ,10,Containers &amp; Packaging,
530733,NOVAPUB,Nova Publications India Ltd,XT,10,Publishing,
530747,INDOASIAF,INDO ASIAN FINANCE LTD.,XT,10,Finance (including NBFCs),
530781,INTERHG,INTERNATIONAL HOUSING FINANCE CORPORATION LTD.,P ,10,Housing Finance ,
530783,TRANSASIA,TRANS ASIA CORPORATION LTD.,XT,10,Pharmaceuticals,
530795,SUNCITYSY,SUNCITY SYNTHETICS LTD.,XT,10,Textiles,
530797,SHGANEL,SHREE GANESH ELASTOPLAST LTD.,XT,10,Comm.Trading  &amp; Distribution,
530799,ANNAINFRA,ANNA INFRASTRUCTURES LTD.,XT,10,Finance (including NBFCs),
530841,SHRIBCL,Shri Bholanath Carpets Ltd,P ,10,Furniture-Furnishing-Paints,
530855,GDLLEAS,GDL LEASING &amp; FINANCE LTD.,XT,10,Finance (including NBFCs),
